,Unnamed: 0,A,Element,Z,N,Energy (keV),Energy Unc (keV),Ji,Thalf,E_gamma (keV),E_gamma Unc (keV),I_gamma,I_gamma Unc,Mult,Mult Ratio,Mult Ratio Unc,Conv Coef,Conv Coef Unc,B_exp (W.u.),B_exp Unc (W.u.),twoJi,Thalf Value,Thalf Units,Thalf Unc,Thalf (sec),Thalf Unc (sec),B_exp (e^2fm^4),B_exp Unc (e^2fm^4),Nucleus,Jf,twoJf,ni,nf,Include,Mth_p,Mth_n
242,242,32,S,16,16,6851.5,1.5,4,66 FS 17,2570.8,0.0,100.0,13.0,E2,,,,,8.0,3.0,8,66.0,FS,17.0,6.600000000000002e-14,1.7e-14,48.28077643834848,18.10529116438068,32S,2,4,3,2,True,-0.7628,-0.7628
243,243,33,S,16,17,1967.19,0.03,5/2,94 FS 14,1126.0,0.6,7.5,1.1,E2,,,,,37.0,8.0,5,94.0,FS,14.0,9.4e-14,1.4e-14,232.65082567245773,50.30288122647735,33S,1/2,1,1,1,True,-0.6913,-0.852
244,244,33,S,16,17,2867.626,0.02,5/2,10.8 FS 3.5,2026.6,0.0,1.5,0.2,E2,,,,,3.6,1.3,5,10.8,FS,3.5,1.0800000000000002e-14,3.5e-15,22.636296551914807,8.174218199302569,33S,1/2,1,2,1,True,0.9258,0.7094
245,245,33,S,16,17,4095.09,0.17,7/2,31 FS 8,4096.0,0.5,5.7,1.1,E2,,,,,0.09,0.04,7,31.0,FS,8.0,3.1e-14,8e-15,0.5659074137978701,0.2515144061323867,33S,3/2,3,2,1,True,0.2482,0.4297
246,246,34,S,16,18,2127.564,0.013,2,318 FS 8,2127.499,0.02,100.0,0.0,E2,,,,,6.24,0.16,4,318.0,FS,8.0,3.18e-13,8e-15,40.82950361416838,1.0469103490812406,34S,0,0,1,1,True,-0.8888,-1.0931
247,247,34,S,16,18,3304.212,0.013,2,136 FS 7,3304.031,0.02,87.2,0.9,E2,,,,,0.75,0.04,4,136.0,FS,7.0,1.36e-13,7e-15,4.907392261318315,0.2617275872703101,34S,0,0,2,1,True,-0.5177,0.4066
248,248,34,S,16,18,3916.408,0.021,0,1.12 PS 0.09,1788.794,0.02,100.0,10.0,E2,,,,,4.2,0.7,0,1.12,PS,0.09,1.12e-12,9e-14,27.481396663382565,4.580232777230427,34S,2,4,2,1,True,0.8682,0.2393
249,249,34,S,16,18,4114.813,0.023,2,73 FS 6,4114.52,0.04,100.0,10.0,E2,,,,,0.57,0.09,4,73.0,FS,6.0,7.3e-14,6.000000000000001e-15,3.7296181186019193,0.5888870713581977,34S,0,0,3,1,True,-0.2856,-0.173
250,250,34,S,16,18,4688.98,0.05,4,88 FS 4,2561.36,0.05,100.0,11.0,E2,,,,,8.2,1.4,8,88.0,FS,4.0,8.8e-14,4e-15,53.65415539041357,9.160465554460854,34S,2,4,1,1,True,1.1094,1.0248
251,251,34,S,16,18,4889.756,0.022,2,29 FS 10,4889.3,0.08,90.0,10.0,E2,,,,,0.35,0.13,4,29.0,FS,10.0,2.9e-14,1.0000000000000002e-14,2.2901163886152136,0.8506146586285079,34S,0,0,4,1,True,-0.2617,-0.0795
255,255,36,S,16,20,3290.9,0.3,2,83 FS 7,3290.8,0.6,100.0,0.0,E2,,,,,2.83,0.24,4,83.0,FS,7.0,8.300000000000001e-14,7e-15,19.98361515625576,1.694723546820276,36S,0,0,1,1,True,0.9331,0.0
256,256,33,Cl,17,16,2839.0,0.3,5/2,3 FS 1,2028.4,0.0,1.0,0.4,[E2],,,,,9.0,5.0,5,3.0,FS,1.0,3.0000000000000002e-15,1e-15,56.59074137978701,31.439300766548342,33Cl,1/2,1,2,1,True,-0.7094,-0.9258
257,257,34,Cl,17,17,2376.5,0.4,4,150 FS 17,1146.3,0.0,11.0,8.0,E2,,,,,20.0,16.0,8,150.0,FS,17.0,1.5000000000000004e-13,1.7e-14,130.86379363515508,104.69103490812404,34Cl,2,4,1,1,True,0.6023,0.6023
258,258,34,Cl,17,17,4824.2,0.1,5,0.32 PS 0.1,4677.4,0.2,100.0,14.0,E2,,,,,0.08,0.03,10,0.32,PS,0.1,3.2e-13,1e-13,0.5234551745406203,0.1962956904527326,34Cl,3,6,1,1,True,-0.4079,-0.4079
259,259,34,Cl,17,17,4824.2,0.1,5,0.32 PS 0.1,2643.5,0.5,4.2,1.4,E2,,,,,0.06,0.03,10,0.32,PS,0.1,3.2e-13,1e-13,0.3925913809054652,0.1962956904527326,34Cl,3,6,1,2,True,0.7516,0.7516
261,261,35,Cl,17,18,2645.74,0.08,7/2,159 FS 21,2645.7,0.3,100.0,1.1,E2,,,,,3.7,0.5,7,159.0,FS,21.0,1.59e-13,2.1e-14,25.16382970579376,3.400517527809966,35Cl,3/2,3,1,1,True,-0.5837,-0.98
262,262,35,Cl,17,18,3002.3,0.13,5/2,21 FS 4,1782.9,0.0,3.4,1.1,E2,,,,,7.0,3.0,5,21.0,FS,4.0,2.1e-14,4e-15,47.60724538933953,20.4031051668598,35Cl,1/2,1,2,1,True,0.9536,1.0221
263,263,35,Cl,17,18,3943.82,0.25,9/2,205 FS 35,2180.0,1.0,100.0,2.2,[E2],,,,,7.1,1.3,9,205.0,FS,35.0,2.05e-13,3.5e-14,48.28734889490153,8.841345572305913,35Cl,5/2,5,1,1,True,1.0842,1.0937
264,264,35,Cl,17,18,4111.98,0.24,7/2,49 FS 11,4111.7,0.0,100.0,6.0,E2,,,,,0.72,0.18,7,49.0,FS,11.0,4.9000000000000006e-14,1.1e-14,4.896745240046352,1.224186310011588,35Cl,3/2,3,2,1,True,0.297,0.1733
265,265,32,Ar,18,14,1867.0,8.0,2,0.46 PS 0.12,1867.0,8.0,100.0,0.0,[E2],,,,,8.9,2.3,4,0.46,PS,0.12,4.600000000000003e-13,1.2e-13,53.71236378766268,13.880723226025186,32Ar,0,0,1,1,True,1.1888,0.9891
266,266,34,Ar,18,16,2091.1,0.3,2,319 FS 42,2091.1,0.3,100.0,0.0,E2,,,,,6.8,0.9,4,319.0,FS,42.0,3.19e-13,4.2e-14,44.49368983595272,5.888870713581978,34Ar,0,0,1,1,True,-1.0931,-0.8888
267,267,34,Ar,18,16,3287.7,0.5,2,194 FS 35,3286.0,4.0,9.0,6.0,[E2],,,,,0.1,0.07,4,194.0,FS,35.0,1.94e-13,3.5e-14,0.6543189681757754,0.4580232777230428,34Ar,0,0,2,1,True,0.4066,-0.5177
268,268,36,Ar,18,18,1970.38,0.05,2,328 FS 20,1970.3,0.0,100.0,0.0,E2,,,,,8.2,0.5,4,328.0,FS,20.0,3.28e-13,2.0000000000000003e-14,57.90305451635943,3.530674055875576,36Ar,0,0,1,1,True,1.1004,1.1004
269,269,36,Ar,18,18,4414.4,0.16,4,76 FS 10,2443.9,0.0,100.0,0.0,E2,,,,,12.0,1.6,8,76.0,FS,10.0,7.6e-14,1.0000000000000002e-14,84.73617734101381,11.298156978801842,36Ar,2,4,1,1,True,1.2273,1.2273
270,270,36,Ar,18,18,4440.11,0.19,2,76 FS 14,4439.8,0.0,100.0,3.0,E2,,,,,0.39,0.08,4,76.0,FS,14.0,7.6e-14,1.4e-14,2.753925763582949,0.5649078489400922,36Ar,0,0,2,1,True,0.0872,0.0872
271,271,36,Ar,18,18,6356.0,0.6,4,0.31 PS 0.1,4385.3,0.0,100.0,4.0,E2,,,,,0.07,0.03,8,0.31,PS,0.1,3.1e-13,1e-13,0.4942943678225806,0.2118404433525345,36Ar,2,4,3,1,True,-0.172,-0.172
272,272,36,Ar,18,18,7767.0,0.4,6,76 FS 11,3352.5,0.8,42.9,1.7,E2,,,,,0.75,0.12,12,76.0,FS,11.0,7.6e-14,1.1e-14,5.296011083813363,0.8473617734101381,36Ar,4,8,1,1,True,1.1156,1.1156
273,273,37,Ar,18,19,2217.0,0.23,7/2,283 FS 22,2217.1,0.3,100.0,0.0,E2,,,0.000434,6e-06,4.6,0.5,7,283.0,FS,22.0,2.83e-13,2.2e-14,33.69078146916754,3.6620414640399503,37Ar,3/2,3,1,1,True,-1.0278,-0.2851
274,274,38,Ar,18,20,2167.472,0.012,2,0.458 PS 0.021,2167.405,0.012,100.0,0.0,E2,,,,,3.4,0.16,4,0.458,PS,0.021,4.58e-13,2.1e-14,25.803265248317683,1.214271305803185,38Ar,0,0,1,1,True,1.0003,0.0
275,275,38,Ar,18,20,3376.9,0.3,0,22.8 PS 1.5,1209.4,0.3,100.0,0.0,E2,,,,,1.26,0.08,0,22.8,PS,1.5,2.28e-11,1.5e-12,9.56238653320008,0.6071356529015925,38Ar,2,4,2,1,True,0.0089,0.0
276,276,38,Ar,18,20,3936.5,0.4,2,43 FS 5,3936.1,0.5,100.0,0.6,[E2],,,,,1.71,0.24,4,43.0,FS,5.0,4.3000000000000006e-14,5.000000000000001e-15,12.97752458077154,1.8214069587047768,38Ar,0,0,2,1,True,0.5857,0.0
277,277,38,Ar,18,20,4709.3,1.0,0,1.7 PS +2.1-0.7,772.8,0.9,100.0,0.0,[E2],,,,,160.0,110.0,0,1.7,PS,2.1,1.6999999999999998e-12,2.1e-12,1214.271305803185,834.8115227396897,38Ar,2,4,3,2,True,0.0157,0.0
278,278,38,Ar,18,20,5349.4,0.3,4,0.14 PS 0.04,1413.1,0.4,50.0,3.0,[E2],,,,,28.0,16.0,8,0.14,PS,0.04,1.4e-13,4e-14,212.4974785155574,121.4271305803185,38Ar,2,4,1,2,True,0.9613,0.0
279,279,38,Ar,18,20,5349.4,0.3,4,0.14 PS 0.04,784.0,1.0,2.5,1.3,[E2],,,,,27.0,35.0,8,0.14,PS,0.04,1.4e-13,4e-14,204.90828285428748,265.62184814444674,38Ar,2,4,1,3,True,0.5331,0.0
280,280,38,Ar,18,20,5349.4,0.3,4,0.14 PS 0.04,3182.2,0.7,100.0,5.0,E2,,,,,1.0,0.5,8,0.14,PS,0.04,1.4e-13,4e-14,7.589195661269906,3.794597830634953,38Ar,2,4,1,1,True,0.6174,0.0
281,281,38,Ar,18,20,5594.6,0.6,2,60 FS 18,2217.6,0.0,39.0,5.0,[E2],,,,,3.3,2.6,4,60.0,FS,18.0,6.000000000000001e-14,1.8000000000000002e-14,25.04434568219069,19.73190871930176,38Ar,0,0,5,2,True,-0.0666,0.0
282,282,38,Ar,18,20,6053.2,0.4,4,71 FS 14,2116.0,1.0,41.0,6.0,[E2],,,,,5.5,2.7,8,71.0,FS,14.0,7.1e-14,1.4e-14,41.74057613698449,20.490828285428748,38Ar,2,4,2,2,True,0.0232,0.0
283,283,38,Ar,18,20,6053.2,0.4,4,71 FS 14,1488.0,1.0,32.0,4.0,[E2],,,,,25.0,13.0,8,71.0,FS,14.0,7.1e-14,1.4e-14,189.72989153174765,98.65954359650878,38Ar,2,4,2,3,True,-0.4832,0.0
292,292,38,K,19,19,458.53,0.16,1,7.0 PS 0.6,458.6,0.3,1.01,0.16,[E2],,,0.00077,,5.2,1.5,2,7.0,PS,0.6,7e-12,6e-13,39.46381743860351,11.38379349190486,38K,3,6,1,1,True,0.8752,0.8752
293,293,38,K,19,19,1697.65,0.25,1,48 FS 10,1698.0,0.0,0.08,0.04,[E2],,,0.000197,,0.09,0.08,2,48.0,FS,10.0,4.8e-14,1.0000000000000002e-14,0.6830276095142915,0.6071356529015925,38K,3,6,2,1,True,-0.1153,-0.1153
294,294,38,K,19,19,2401.12,0.19,2,52 FS 15,2270.5,0.9,8.0,2.0,[E2],,,0.000461,,1.8,1.4,4,52.0,FS,15.0,5.2000000000000006e-14,1.5000000000000002e-14,13.660552190285832,10.624873925777868,38K,0,0,1,1,True,-0.5002,-0.5002
